hexid,url,name,author,platform,arch,language,difficulty,has_unique_flag,flag,no_flag_reason,verifier_recovered,verifier_safety,verifier_interface,verifier_self_test_pass,obfuscation_classes,antidebug_methods,packers,controlflow_methods,antidisasm_methods,crypto_methods,encryption_methods,label_confidence
5ab77f6333c5d40ad448ca79,https://crackmes.one/crackme/5ab77f6333c5d40ad448ca79,crackme3 by mucki,crackmes.de,Windows,x86,(Visual) Basic,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
6162e50333c5d4329c34509c,https://crackmes.one/crackme/6162e50333c5d4329c34509c,First crackme,bob123,Windows,x86-64,C/C++,1.6666666666666667,True,FLAG{ThisShouldNotBeHard},n_a,,,,,,,,,,,,high
695cf0fbceeed14a30906492,https://crackmes.one/crackme/695cf0fbceeed14a30906492,Pwn Flick,bytemomo,Multiplatform,other,WebAssembly,3.0,False,,keygen_algorithmic,,,,,,,,,,,,medium
5ab77f5d33c5d40ad448c6b5,https://crackmes.one/crackme/5ab77f5d33c5d40ad448c6b5,icrackme_2 by iron,crackmes.de,Windows,x86,C/C++,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5fd0fc6933c5d424269a1b1d,https://crackmes.one/crackme/5fd0fc6933c5d424269a1b1d,Lvl:1.0 Cnz,Cnz,Windows,x86-64,C/C++,1.375,True,y3qrcbfa32q,n_a,,,,,,,,,,,,high
5ab77f6133c5d40ad448c925,https://crackmes.one/crackme/5ab77f6133c5d40ad448c925,crackme2 by als_pom,crackmes.de,Windows,x86,C/C++,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5ab77f5733c5d40ad448c31f,https://crackmes.one/crackme/5ab77f5733c5d40ad448c31f,mathscrackmecrackme24 by attilhaz,crackmes.de,Unspecified/other,x86,Unspecified/other,5.0,False,,multiple_valid_answers,,,,,,,,,,,,high
5ab77f5a33c5d40ad448c4ce,https://crackmes.one/crackme/5ab77f5a33c5d40ad448c4ce,chupachu_challange_5 by chupachu,crackmes.de,Windows,x86,(Visual) Basic,4.0,False,,keygen_algorithmic,full,safe,name+serial,True,Code virtualization / VM,,,,,,,high
5b1357da33c5d41557b02270,https://crackmes.one/crackme/5b1357da33c5d41557b02270,RiDE THE SNAKE!,frank2,Windows,x86,C/C++,4.0,False,,keygen_algorithmic,full,safe,name+serial,False,,,,,,,,high
5ab77f5e33c5d40ad448c721,https://crackmes.one/crackme/5ab77f5e33c5d40ad448c721,jm_crackme2 by joemama,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
6a2fbd2b6840520e01b21e5e,https://crackmes.one/crackme/6a2fbd2b6840520e01b21e5e,Secure License Portal,Dirtbikercj,Windows,x86-64,.NET,1.5,True,SECURE-PASSWORD,n_a,,,,,,,,,,,,high
5ab77f6533c5d40ad448cb67,https://crackmes.one/crackme/5ab77f6533c5d40ad448cb67,my_first_crackme by bertels,crackmes.de,Unix/linux etc.,x86-64,Unspecified/other,2.0,False,,keygen_algorithmic,full,safe,name+serial,False,,,,,,,,high
69a290f30f5b9757a6a5f6f6,https://crackmes.one/crackme/69a290f30f5b9757a6a5f6f6,Crackmes.one RE CTF 2026 - moment,jeffli6789,Windows,x86-64,C/C++,3.0,True,,n_a,,,,,Anti-tamper / integrity,,,,,,,low
5ab77f5333c5d40ad448c10e,https://crackmes.one/crackme/5ab77f5333c5d40ad448c10e,rasm_minikeygenme by rasm,crackmes.de,Windows,x86,Assembler,3.0,False,,keygen_algorithmic,partial,safe,name+serial,False,Anti-debugging; Self-modifying / runtime decrypt,NtQueryInformationProcess,,,,,,high
6801601b8f555589f3530cb9,https://crackmes.one/crackme/6801601b8f555589f3530cb9,Hydrogen-MBA,crackerfg,Windows,x86-64,C/C++,3.25,True,3Uly8@aP,n_a,,,,,Code virtualization / VM,,,,,,,high
69a95101fbfe0ef21de94652,https://crackmes.one/crackme/69a95101fbfe0ef21de94652,MCM 6.0 - Project Mayhem,CrackNotMe,Windows,x86-64,C/C++,6.0,False,,patch_or_enable_me,partial,safe,name+serial,False,Anti-debugging; Anti-tamper / integrity; Code virtualization / VM; Control-flow obfuscation; Crypto / hash algorithm; Packer; Self-modifying / runtime decrypt,PEB BeingDebugged / NtGlobalFlag; Timing (rdtsc/GetTickCount),Enigma; Themida,Control-flow flattening (CFF),,Other / custom hash; SHA-256,,high
5ab77f5733c5d40ad448c329,https://crackmes.one/crackme/5ab77f5733c5d40ad448c329,crackmev6 by logan,crackmes.de,Windows 2000/XP only,x86,C/C++,4.0,False,,keygen_algorithmic,full,safe,name+serial,True,Anti-debugging; Import / API obfuscation,,,,,,,high
5ab77f5b33c5d40ad448c5e8,https://crackmes.one/crackme/5ab77f5b33c5d40ad448c5e8,crack_thee_v1.02.0008_fixed by d_jester,crackmes.de,Unspecified/other,x86,Unspecified/other,5.0,False,,keygen_algorithmic,partial,safe,name+serial,True,Anti-debugging; Crypto / hash algorithm; Packer,Debugger/tool window detection,UPX,,,MD5,,high
5ab77f6633c5d40ad448cc29,https://crackmes.one/crackme/5ab77f6633c5d40ad448cc29,shisms_keygenme_0.1 by shism,crackmes.de,Windows,x86,(Visual) Basic,1.0,False,,patch_or_enable_me,none,safe,name+serial,False,,,,,,,,high
5ab77f5b33c5d40ad448c55b,https://crackmes.one/crackme/5ab77f5b33c5d40ad448c55b,crackme_4 by arturdents,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,Packer,,ASPack,,,,,high
5ab77f6333c5d40ad448ca7e,https://crackmes.one/crackme/5ab77f6333c5d40ad448ca7e,crackme4 by mucki,crackmes.de,Multiplatform,java,Java,2.5,True,thx,n_a,partial,safe,name+serial,True,String / data encryption,,,,,,XOR,high
670a1fa29b533b4c22bd11f3,https://crackmes.one/crackme/670a1fa29b533b4c22bd11f3,Rose.exe,xorkey,Windows,x86-64,C/C++,2.6666666666666665,False,,multiple_valid_answers,,,,,,,,,,,,medium
5ab77f5533c5d40ad448c234,https://crackmes.one/crackme/5ab77f5533c5d40ad448c234,pacme by kwazy_webbit,crackmes.de,Unspecified/other,x86,Unspecified/other,3.0,False,,keygen_algorithmic,partial,safe,name+serial,False,,,,,,,,high
5ab77f5633c5d40ad448c28d,https://crackmes.one/crackme/5ab77f5633c5d40ad448c28d,crackme_1 by rammy,crackmes.de,Unspecified/other,x86,Unspecified/other,2.0,False,,keygen_algorithmic,,,,,Anti-debugging; Packer,Debugger/tool window detection,ASPack,,,,,high
69a4b3c57b3cc38c80464dc2,https://crackmes.one/crackme/69a4b3c57b3cc38c80464dc2,ics's crackme,icscata,Windows,x86-64,C/C++,4.0,True,crackmes_one{NiceJob},n_a,,,,,Anti-debugging; Anti-disassembly; Anti-static analysis; Code virtualization / VM; Control-flow obfuscation,,,Control-flow flattening (CFF); Spaghetti / junk-branch,Opaque predicates,,,high
5e0fa43b33c5d419aa01351e,https://crackmes.one/crackme/5e0fa43b33c5d419aa01351e,Crackme-4,D4RKFL0W,Unix/linux etc.,x86-64,C/C++,1.6666666666666667,True,"U6-:YL.""+",n_a,,,,,,,,,,,,high
5ab77f5833c5d40ad448c41d,https://crackmes.one/crackme/5ab77f5833c5d40ad448c41d,rbx_crackme_10 by jules,crackmes.de,Windows,x86,C/C++,2.0,False,,keygen_algorithmic,partial,safe,name+serial,True,,,,,,,,high
5ab77f5c33c5d40ad448c611,https://crackmes.one/crackme/5ab77f5c33c5d40ad448c611,keygenme_7 by qptj,crackmes.de,Windows,x86,Assembler,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,Anti-disassembly; Control-flow obfuscation; Crypto / hash algorithm; String / data encryption,,,Return-address / stack-based,Junk / garbage bytes,AES; MD5,AES; Substitution / table,high
692ca13c2d267f28f69b8224,https://crackmes.one/crackme/692ca13c2d267f28f69b8224,VM Crackme Challenge: 0. Very easy VM,exxtruder,Windows,x86-64,C/C++,5.5,False,,keygen_algorithmic,,,,,,,,,,,,high
5ab77f6733c5d40ad448cc70,https://crackmes.one/crackme/5ab77f6733c5d40ad448cc70,falcon1crackme2 by falcon1,crackmes.de,Windows,x86,Borland Delphi,2.0,False,,keygen_algorithmic,partial,safe,name+serial,True,,,,,,,,high
5ab77f5433c5d40ad448c155,https://crackmes.one/crackme/5ab77f5433c5d40ad448c155,oziris by cyclops,crackmes.de,Windows 2000/XP only,x86,C/C++,3.0,False,,keygen_algorithmic,partial,safe,name+serial,False,,,,,,,,high
5ab77f6133c5d40ad448c8d4,https://crackmes.one/crackme/5ab77f6133c5d40ad448c8d4,keygenme_10 by hmx0101,crackmes.de,Windows 2000/XP only,x86,Borland Delphi,3.0,False,,keygen_algorithmic,failed,,,,Crypto / hash algorithm; Encoding (base64/hex); String / data encryption,,,,,Base64; CRC32; DES / 3DES; TEA / XTEA,Base64; TEA / XTEA,high
660742abcddae72ae250be62,https://crackmes.one/crackme/660742abcddae72ae250be62,crack me funny lvl 2,13ooeo,Windows,x86-64,C/C++,1.4,True,pointerhell,n_a,,,,,,,,,,,,medium
5ab77f5633c5d40ad448c29b,https://crackmes.one/crackme/5ab77f5633c5d40ad448c29b,vm_crackme_1 by nilbytes,crackmes.de,Mac OS X,x86-64,C/C++,4.0,False,,keygen_algorithmic,full,safe,name+serial,True,Code virtualization / VM; Packer; String / data encryption,,,,,,XOR,high
5ab77f6333c5d40ad448ca6f,https://crackmes.one/crackme/5ab77f6333c5d40ad448ca6f,dna_keygenme_1_by_databus by databus,crackmes.de,Windows,x86,C/C++,2.0,False,,keygen_algorithmic,none,safe,name+serial,False,Custom / generic obfuscation,,,,,,,high
5ab77f6433c5d40ad448cace,https://crackmes.one/crackme/5ab77f6433c5d40ad448cace,k_protean_v1.0 by auspex,crackmes.de,Unspecified/other,x86,Unspecified/other,3.0,False,,keygen_algorithmic,none,safe,name+serial,False,Anti-debugging; Control-flow obfuscation,Debugger/tool window detection; Hardware breakpoints (DRx); INT3 / 0xCC breakpoint scan,,,,,,high
62c5da5d33c5d44a934e9684,https://crackmes.one/crackme/62c5da5d33c5d44a934e9684,Learning C CrackMe,RedXen,Windows,x86,C/C++,1.9,False,,keygen_algorithmic,,,,,,,,,,,,high
5ab77f6133c5d40ad448c921,https://crackmes.one/crackme/5ab77f6133c5d40ad448c921,four_aces by costy,crackmes.de,Windows,x86,(Visual) Basic,3.0,False,,patch_or_enable_me,,,,,,,,,,,,high
5ab77f5f33c5d40ad448c7fa,https://crackmes.one/crackme/5ab77f5f33c5d40ad448c7fa,barut.de_keygenme by barut.de,crackmes.de,Windows,x86,Unspecified/other,2.0,True,5DF66E30-4B64F5DE,n_a,partial,salvaged,unknown,True,Anti-debugging,,,,,,,high
66ae24d890c4c2830c82181e,https://crackmes.one/crackme/66ae24d890c4c2830c82181e,random,Rem00n,Windows,x86-64,C/C++,2.5,False,,keygen_algorithmic,,,,,,,,,,,,high
5f5de45133c5d4357b3b01b4,https://crackmes.one/crackme/5f5de45133c5d4357b3b01b4,bouzu.exe,bouzu.exe,Windows,x86,C/C++,1.5,True,bouzu,n_a,,,,,,,,,,,,high
5ab77f5633c5d40ad448c2f5,https://crackmes.one/crackme/5ab77f5633c5d40ad448c2f5,keygen_me_1_gordonbm by gordonbm,crackmes.de,Windows,x86,.NET,1.0,False,,keygen_algorithmic,full,safe,name+serial,False,,,,,,,,high
5ab77f6033c5d40ad448c859,https://crackmes.one/crackme/5ab77f6033c5d40ad448c859,deux039s_crackme1 by d3ux,crackmes.de,Unspecified/other,x86,Borland Delphi,1.0,False,,keygen_algorithmic,,,,,,,,,,,,high
5ab77f6533c5d40ad448cb9b,https://crackmes.one/crackme/5ab77f6533c5d40ad448cb9b,keygenme_beef by subminking,crackmes.de,Windows,x86,.NET,4.5,False,,keygen_algorithmic,none,safe,name+serial,False,Crypto / hash algorithm; Custom / generic obfuscation,,,,,MD5; RSA,,high
64297c8733c5d439389123a2,https://crackmes.one/crackme/64297c8733c5d439389123a2,sumhex's keygen me,sumhex,Windows,x86,Borland Delphi,5.0,False,,keygen_algorithmic,full,safe,name+serial,True,Packer,,UPX,,,,,high
5ca5c1ac33c5d4419da556de,https://crackmes.one/crackme/5ca5c1ac33c5d4419da556de,CrackMe#1-InfoSecInstitute-dotNET-Reversing,gogu87,Windows,x86,.NET,1.0,True,p@55w0rd!,n_a,,,,,,,,,,,,high
5ab77f5933c5d40ad448c490,https://crackmes.one/crackme/5ab77f5933c5d40ad448c490,crackme3_updated by tjw,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5ab77f5433c5d40ad448c173,https://crackmes.one/crackme/5ab77f5433c5d40ad448c173,entangled_code_by_promix17 by promix17,crackmes.de,Windows,x86,Assembler,2.0,True,FIFAGAMEPASSWORD,n_a,,,,,Control-flow obfuscation; Self-modifying / runtime decrypt; String / data encryption,,,Indirect / computed jumps & calls,,,XOR,high
5ab77f6233c5d40ad448c96d,https://crackmes.one/crackme/5ab77f6233c5d40ad448c96d,khattam_s_what_is_my_password_v15 by khattam,crackmes.de,Windows,x86,Assembler,2.0,False,,keygen_algorithmic,full,safe,name+serial,False,,,,,,,,high
5ab77f6633c5d40ad448cbe1,https://crackmes.one/crackme/5ab77f6633c5d40ad448cbe1,black4 by tripletordo,crackmes.de,Windows,x86,Borland Delphi,2.0,False,,keygen_algorithmic,partial,safe,name+serial,True,,,,,,,,high
6a1daa532b3df128c1df5d3f,https://crackmes.one/crackme/6a1daa532b3df128c1df5d3f,Hard CME,LongWiner123,Windows,x86-64,C/C++,4.0,False,,keygen_algorithmic,full,safe,name+serial,True,Anti-debugging,CheckRemoteDebuggerPresent; IsDebuggerPresent,,,,,,high
5ab77f5d33c5d40ad448c70b,https://crackmes.one/crackme/5ab77f5d33c5d40ad448c70b,crackme2 by kemicza,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,True,username: sinanagic / password: kemal,n_a,,,,,Anti-debugging,,,,,,,high
5ab77f6133c5d40ad448c953,https://crackmes.one/crackme/5ab77f6133c5d40ad448c953,stoner_crackme_1 by stonerifik,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,True,x93v48,n_a,,,,,,,,,,,,high
5ab77f6533c5d40ad448cb49,https://crackmes.one/crackme/5ab77f6533c5d40ad448cb49,managedcd by carlosd,crackmes.de,Windows,x86,Borland Delphi,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,Anti-debugging,IsDebuggerPresent,,,,,,high
668329cd262e4555f2062b5c,https://crackmes.one/crackme/668329cd262e4555f2062b5c,flcksr's CrackMe 1.0,flcksr,Windows,x86-64,C/C++,3.6666666666666665,False,,keygen_algorithmic,,,,,,,,,,,,high
5ab77f5a33c5d40ad448c545,https://crackmes.one/crackme/5ab77f5a33c5d40ad448c545,braincrack by the_hellfish,crackmes.de,Unspecified/other,x86,Unspecified/other,2.0,False,,keygen_algorithmic,full,safe,name+serial,False,,,,,,,,high
6214dd6233c5d46c8bcbff61,https://crackmes.one/crackme/6214dd6233c5d46c8bcbff61, KeygenMe - 01 (update),Danofred,Windows,x86-64,C/C++,3.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
60c46a7033c5d410b8842d86,https://crackmes.one/crackme/60c46a7033c5d410b8842d86,Security Terminal 🔐,TheFakeWater,Windows,x86,C/C++,1.5714285714285714,True,172hd83jd9dq,n_a,,,,,,,,,,,,high
6a1f32972b3df128c1df5d7a,https://crackmes.one/crackme/6a1f32972b3df128c1df5d7a,Jörmungandr,sovereign,Windows,x86-64,C/C++,4.333333333333333,True,a693c10308925ea,n_a,,,,,Anti-debugging; Code virtualization / VM; Self-modifying / runtime decrypt,Hardware breakpoints (DRx); INT3 / 0xCC breakpoint scan; NtQueryInformationProcess; PEB BeingDebugged / NtGlobalFlag; Parent-process check; Timing (rdtsc/GetTickCount),,,,,,medium
5ab77f5f33c5d40ad448c7ba,https://crackmes.one/crackme/5ab77f5f33c5d40ad448c7ba,builtin_serialme_1.0_fixed by 0xfadedace,crackmes.de,Windows,x86,Unspecified/other,5.0,True,1431-7924-2457-5433-150,n_a,,,,,,,,,,,,high
5ab77f5433c5d40ad448c144,https://crackmes.one/crackme/5ab77f5433c5d40ad448c144,sunny_keygenme_no._1 by mansun,crackmes.de,Unspecified/other,x86,Unspecified/other,5.0,False,,keygen_algorithmic,partial,safe,name+serial,True,Anti-debugging; Anti-disassembly; Anti-tamper / integrity; Control-flow obfuscation; Crypto / hash algorithm; Custom / generic obfuscation; Packer,Anti-dump; Debugger/tool window detection,FSG,Spaghetti / junk-branch,Junk / garbage bytes,CRC32,,high
5ab77f6433c5d40ad448cb08,https://crackmes.one/crackme/5ab77f6433c5d40ad448cb08,crackme_v1.0_fary by fary,crackmes.de,Windows,x86,C/C++,1.0,False,,keygen_algorithmic,partial,safe,name+serial,True,,,,,,,,high
5ab77f5333c5d40ad448c0e3,https://crackmes.one/crackme/5ab77f5333c5d40ad448c0e3,salazans_keygenme_0001 by salazan,crackmes.de,Windows,x86,Borland Delphi,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
660b0870cddae72ae250bfae,https://crackmes.one/crackme/660b0870cddae72ae250bfae,crack the password,abc00012345,Multiplatform,x86,C/C++,1.7142857142857142,True,409050,n_a,,,,,,,,,,,,high
5ab77f5c33c5d40ad448c664,https://crackmes.one/crackme/5ab77f5c33c5d40ad448c664,j888x by josamont,crackmes.de,Unix/linux etc.,x86,C/C++,3.0,True,,n_a,,,,,Self-modifying / runtime decrypt; String / data encryption,,,,,,,medium
5ab77f5c33c5d40ad448c681,https://crackmes.one/crackme/5ab77f5c33c5d40ad448c681,bustme3 by bpx_,crackmes.de,Windows 2000/XP only,x86,C/C++,5.0,True,E4994A2E-D7F9036E-283C7,n_a,none,safe,name+serial,True,Anti-debugging; Anti-disassembly; Control-flow obfuscation; Crypto / hash algorithm; Packer; Self-modifying / runtime decrypt; String / data encryption,INT3 / 0xCC breakpoint scan; Timing (rdtsc/GetTickCount),,Indirect / computed jumps & calls,,CRC32; MD5,XOR,high
5ab77f5933c5d40ad448c457,https://crackmes.one/crackme/5ab77f5933c5d40ad448c457,crackc_by_pride by pride,crackmes.de,Windows,x86,C/C++,2.090909090909091,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
68ac5cd78fac2855fe6fb898,https://crackmes.one/crackme/68ac5cd78fac2855fe6fb898,KeygenMe again! (fix),hacktooth,Windows,x86-64,C/C++,3.75,False,,keygen_algorithmic,full,safe,name+serial,True,Packer; String / data encryption,,UPX,,,,XOR,high
69656f1e143c47935bdea9c9,https://crackmes.one/crackme/69656f1e143c47935bdea9c9,Skill issue v2,Ploxied,Windows,x86-64,C/C++,4.0,False,,any_input_matches_pattern,,,,,Anti-debugging; String / data encryption,IsDebuggerPresent; TLS callback,,,,,XOR,high
5ab77f5733c5d40ad448c355,https://crackmes.one/crackme/5ab77f5733c5d40ad448c355,keygenme_1_v2.1_final by haspor,crackmes.de,Windows,x86,Assembler,2.0,False,,keygen_algorithmic,partial,safe,multi-arg(2),False,,,,,,,,high
5e51836e33c5d4439bb2dc24,https://crackmes.one/crackme/5e51836e33c5d4439bb2dc24,cr4ckm3_0x,BinaryNewbie,Unix/linux etc.,x86-64,C/C++,4.5,True,2sl0--424,n_a,,,,,Crypto / hash algorithm,,,,,SHA-256,,high
5ab77f6233c5d40ad448c9aa,https://crackmes.one/crackme/5ab77f6233c5d40ad448c9aa,connrs_crackme by connr,crackmes.de,DOS,x86,Assembler,1.0,True,2813,n_a,,,,,Packer,,UPX,,,,,high
69ff482c8fab7bbca273011e,https://crackmes.one/crackme/69ff482c8fab7bbca273011e,ASMe | ASM CrackMe,CrackNotMe,Windows,x86-64,Assembler,4.0,False,,multiple_valid_answers,full,safe,name+serial,True,Anti-debugging; Anti-tamper / integrity; Crypto / hash algorithm; Self-modifying / runtime decrypt; String / data encryption,NtQueryInformationProcess; PEB BeingDebugged / NtGlobalFlag; Self-debug / block debugger; TLS callback,,,,,XOR,high
5bc98bcc33c5d4110a29b2cc,https://crackmes.one/crackme/5bc98bcc33c5d4110a29b2cc,undebuggable,daniellimws,Unix/linux etc.,x86-64,C/C++,3.5,False,,keygen_algorithmic,partial,safe,name+serial,False,Anti-debugging; Self-modifying / runtime decrypt; String / data encryption,ptrace (Linux),,,,,Substitution / table; XOR,high
5f907efe33c5d424269a15d1,https://crackmes.one/crackme/5f907efe33c5d424269a15d1,Crypt0 - Beginner CrackMe,Crypt0,Windows,x86,C/C++,1.0,True,Nick / 4ACE00F,n_a,,,,,,,,,,,,high
5ab77f6233c5d40ad448c97b,https://crackmes.one/crackme/5ab77f6233c5d40ad448c97b,khattam_s_what_is_my_password by khattam,crackmes.de,DOS,x86,Unspecified/other,6.0,True,babuloge,n_a,,,,,Control-flow obfuscation; Packer; Self-modifying / runtime decrypt,,,Exception / interrupt-based,,,,high
5ab77f5333c5d40ad448c0eb,https://crackmes.one/crackme/5ab77f5333c5d40ad448c0eb,crackme_0.3 by arjani,crackmes.de,Unspecified/other,x86,(Visual) Basic,4.0,False,,keygen_algorithmic,full,safe,name+serial,False,,,,,,,,high
653d88460f4238b24302b0e4,https://crackmes.one/crackme/653d88460f4238b24302b0e4,Crackme0x03,Nox,Mac OS X,x86-64,C/C++,2.4,False,,any_input_matches_pattern,full,safe,name+serial,False,,,,,,,,high
5ab77f5c33c5d40ad448c600,https://crackmes.one/crackme/5ab77f5c33c5d40ad448c600,freakdropper_series_1 by daxxor_101,crackmes.de,Windows,x86,Assembler,5.0,False,,not_a_secret_challenge,,,,,Anti-debugging; Anti-disassembly; Anti-tamper / integrity; Import / API obfuscation; Self-modifying / runtime decrypt; String / data encryption,Debugger/tool window detection; INT3 / 0xCC breakpoint scan; IsDebuggerPresent; Timing (rdtsc/GetTickCount),,,Jump-based desync; Junk / garbage bytes,,XOR,medium
64d532e7b25df8732eebc704,https://crackmes.one/crackme/64d532e7b25df8732eebc704,My First Crack Me,Eyal_Zwigenbom,Windows,x86-64,.NET,1.5,True,Ftwer^*!@$))*54^YUUJHssd,n_a,,,,,,,,,,,,high
6548c6380f4238b24302b61e,https://crackmes.one/crackme/6548c6380f4238b24302b61e,fifth,Jenya,Windows,x86-64,C/C++,2.0,False,,multiple_valid_answers,,,,,,,,,,,,high
66c724b9b899a3b9dd02ad98,https://crackmes.one/crackme/66c724b9b899a3b9dd02ad98,Upgraded Levels Keygen (difficulty 1-3),saltedMacaroni841,Unix/linux etc.,x86,C/C++,2.0,False,,keygen_algorithmic,partial,safe,name+serial,False,,,,,,,,high
5ab77f6033c5d40ad448c87c,https://crackmes.one/crackme/5ab77f6033c5d40ad448c87c,je_crc_drx by je,crackmes.de,Windows,x86,Assembler,5.0,True,,n_a,,,,,Anti-debugging; Anti-disassembly; Anti-tamper / integrity; Control-flow obfuscation; Crypto / hash algorithm; Self-modifying / runtime decrypt,Hardware breakpoints (DRx),,Exception / interrupt-based,Malformed PE / bad bytes (UD2),CRC32,,high
64dab22ab25df8732eebc8fc,https://crackmes.one/crackme/64dab22ab25df8732eebc8fc,FindMe,devm8,Windows,x86-64,.NET,1.125,True,{G00DW07K_CR4CK3R},n_a,,,,,,,,,,,,high
5ab77f6233c5d40ad448c9d6,https://crackmes.one/crackme/5ab77f6233c5d40ad448c9d6,key4me by indomit,crackmes.de,Windows,x86,.NET,4.0,False,,keygen_algorithmic,partial,safe,name+serial,False,,,,,,,,high
5ab77f5e33c5d40ad448c731,https://crackmes.one/crackme/5ab77f5e33c5d40ad448c731,abex2 by abex,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
66c8a555b899a3b9dd02ae60,https://crackmes.one/crackme/66c8a555b899a3b9dd02ae60,mexicoLogin - Dynamite,jstmax,Windows,x86,C/C++,2.75,False,,keygen_algorithmic,full,safe,name+serial,False,,,,,,,,high
5ab77f5f33c5d40ad448c7c0,https://crackmes.one/crackme/5ab77f5f33c5d40ad448c7c0,sambo_1 by greeneggzandsam,crackmes.de,Windows,x86,C/C++,1.0,True,1556555,n_a,,,,,Packer,,ASPack,,,,,high
68e54bb82d267f28f69b740f,https://crackmes.one/crackme/68e54bb82d267f28f69b740f,Random user and pw protected console app,vprwv,Windows,x86-64,C/C++,1.6,False,,patch_or_enable_me,,,,,,,,,,,,high
5ab77f6633c5d40ad448cbdb,https://crackmes.one/crackme/5ab77f6633c5d40ad448cbdb,vb6_crackme_3a by bjanes,crackmes.de,Unspecified/other,x86,(Visual) Basic,1.0,False,,keygen_algorithmic,,,,,,,,,,,,high
60c50c5d33c5d410b8842da6,https://crackmes.one/crackme/60c50c5d33c5d410b8842da6,my first crackme,fufuX,Windows,x86,C/C++,1.2352941176470589,True,2f13sgdf45fgh6f5g,n_a,,,,,,,,,,,,high
5ab77f5a33c5d40ad448c53c,https://crackmes.one/crackme/5ab77f5a33c5d40ad448c53c,rewrits_crackme5 by rewrit,crackmes.de,Windows,x86,C/C++,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
5ab77f5f33c5d40ad448c7ee,https://crackmes.one/crackme/5ab77f5f33c5d40ad448c7ee,visual_basic_keygencrackme_2b by sneakcharm,crackmes.de,Unspecified/other,x86,(Visual) Basic,1.0,False,,keygen_algorithmic,none,safe,name+serial,False,,,,,,,,high
5ab77f5633c5d40ad448c29a,https://crackmes.one/crackme/5ab77f5633c5d40ad448c29a,bruteforceme1_astigmata by astigmata,crackmes.de,Windows,x86,Assembler,2.0,True,76449502,n_a,,,,,,,,,,,,high
5ab77f5733c5d40ad448c31b,https://crackmes.one/crackme/5ab77f5733c5d40ad448c31b,crackme08 by attilhaz,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,False,,patch_or_enable_me,,,,,,,,,,,,high
5ab77f6133c5d40ad448c92f,https://crackmes.one/crackme/5ab77f6133c5d40ad448c92f,crackme_01 by r00ster,crackmes.de,Windows,x86,Assembler,2.0,False,,keygen_algorithmic,full,safe,name+serial,True,Anti-debugging,IsDebuggerPresent,,,,,,high
5ab77f5b33c5d40ad448c55a,https://crackmes.one/crackme/5ab77f5b33c5d40ad448c55a,crackme_1 by arturdents,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,True,qWeRtZ,n_a,,,,,,,,,,,,high
5ab77f5533c5d40ad448c24b,https://crackmes.one/crackme/5ab77f5533c5d40ad448c24b,crackme_6 by fr1c,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,False,,keygen_algorithmic,partial,safe,name+serial,True,,,,,,,,high
63445b9533c5d4425e2cd7cf,https://crackmes.one/crackme/63445b9533c5d4425e2cd7cf,my first easy crackme!,lobeshnik,Windows,x86-64,C/C++,3.0,False,,patch_or_enable_me,,,,,String / data encryption,,,,,,XOR,high
5ab77f5b33c5d40ad448c560,https://crackmes.one/crackme/5ab77f5b33c5d40ad448c560,blackmamba by beatrix,crackmes.de,Windows,x86,Assembler,3.0,True,,n_a,,,,,Anti-disassembly; Control-flow obfuscation,,,Spaghetti / junk-branch,Junk / garbage bytes; Malformed PE / bad bytes (UD2),,,high
5ab77f6333c5d40ad448ca20,https://crackmes.one/crackme/5ab77f6333c5d40ad448ca20,thales_keygenme_1 by bublic,crackmes.de,Windows,x86,C/C++,3.0,False,,keygen_algorithmic,failed,,,,,,,,,,,high
5ab77f5433c5d40ad448c182,https://crackmes.one/crackme/5ab77f5433c5d40ad448c182,crackme_2 by fireworx,crackmes.de,Unspecified/other,x86,Unspecified/other,1.0,False,,keygen_algorithmic,full,safe,name+serial,True,,,,,,,,high
